ticker,Date,Open,Close*,delta,delta_bin
GOOG,"Nov 16, 2020",1771.7,1781.38,9.680000000000064,up
GOOG,"Nov 13, 2020",1757.63,1777.02,19.38999999999988,up
GOOG,"Nov 12, 2020",1747.63,1749.84,2.209999999999809,up
GOOG,"Nov 11, 2020",1750.0,1752.71,2.7100000000000364,up
GOOG,"Nov 10, 2020",1731.09,1740.39,9.300000000000182,up
GOOG,"Nov 09, 2020",1790.9,1763.0,-27.90000000000009,down
MO,"Nov 20, 2020",39.84,39.94,0.09999999999999433,up
MO,"Nov 19, 2020",40.01,40.06,0.05000000000000426,up
MO,"Nov 18, 2020",41.21,40.17,-1.0399999999999991,down
MO,"Nov 17, 2020",41.12,41.19,0.07000000000000027,up
MO,"Nov 16, 2020",40.81,41.48,0.6699999999999946,up
MO,"Nov 13, 2020",39.74,40.33,0.5899999999999963,up
MO,"Nov 12, 2020",39.56,39.5,-0.060000000000002274,down
MO,"Nov 11, 2020",39.84,39.76,-0.0800000000000054,down
MO,"Nov 10, 2020",38.7,39.59,0.8900000000000006,up
MO,"Nov 09, 2020",38.74,38.17,-0.5700000000000003,down
AMZN,"Nov 20, 2020",3117.02,3099.4,-17.61999999999989,down
AMZN,"Nov 19, 2020",3105.31,3117.02,11.710000000000036,up
AMZN,"Nov 18, 2020",3134.0,3105.46,-28.539999999999967,down
AMZN,"Nov 17, 2020",3183.54,3135.66,-47.8800000000001,down
AMZN,"Nov 16, 2020",3093.2,3131.06,37.860000000000134,up
AMZN,"Nov 13, 2020",3122.0,3128.81,6.809999999999945,up
AMZN,"Nov 12, 2020",3159.95,3110.28,-49.66999999999962,down
AMZN,"Nov 11, 2020",3061.78,3137.39,75.60999999999967,up
AMZN,"Nov 10, 2020",3095.02,3035.02,-60.0,down
AMZN,"Nov 09, 2020",3231.03,3143.74,-87.29000000000042,down
AMCR,"Nov 20, 2020",11.96,11.93,-0.030000000000001137,down
AMCR,"Nov 19, 2020",11.79,11.92,0.13000000000000078,up
AMCR,"Nov 18, 2020",11.94,11.84,-0.09999999999999963,down
AMCR,"Nov 17, 2020",12.01,11.93,-0.08000000000000007,down
AMCR,"Nov 16, 2020",12.0,12.15,0.15000000000000036,up
AMCR,"Nov 13, 2020",11.57,11.79,0.21999999999999886,up
AMCR,"Nov 12, 2020",11.73,11.55,-0.17999999999999972,down
AMCR,"Nov 11, 2020",11.93,11.93,0.0,up
AMCR,"Nov 10, 2020",11.81,11.86,0.049999999999998934,up
AMCR,"Nov 09, 2020",12.16,12.04,-0.12000000000000098,down
AEE,"Nov 20, 2020",78.65,78.45,-0.20000000000000284,down
AEE,"Nov 19, 2020",78.98,78.35,-0.6300000000000097,down
AEE,"Nov 18, 2020",81.89,79.06,-2.8299999999999983,down
AEE,"Nov 17, 2020",83.66,80.6,-3.0600000000000023,down
AEE,"Nov 16, 2020",83.37,84.33,0.9599999999999936,up
AEE,"Nov 13, 2020",81.43,82.12,0.6899999999999977,up
AEE,"Nov 12, 2020",82.18,81.34,-0.8400000000000034,down
AEE,"Nov 11, 2020",82.8,82.37,-0.4299999999999926,down
AEE,"Nov 10, 2020",83.09,82.46,-0.6300000000000097,down
AEE,"Nov 09, 2020",85.37,83.04,-2.3299999999999983,down
AAL,"Nov 20, 2020",12.8,12.53,-0.2700000000000013,down
AAL,"Nov 19, 2020",12.73,12.79,0.05999999999999873,up
AAL,"Nov 18, 2020",12.91,12.74,-0.16999999999999993,down
AAL,"Nov 17, 2020",12.48,12.7,0.21999999999999886,up
AAL,"Nov 16, 2020",12.87,12.79,-0.08000000000000007,down
AAL,"Nov 13, 2020",11.91,12.24,0.3300000000000001,up
AAL,"Nov 12, 2020",11.97,11.74,-0.23000000000000045,down
AAL,"Nov 11, 2020",12.4,12.04,-0.3600000000000012,down
AAL,"Nov 10, 2020",12.85,12.38,-0.4699999999999989,down
AAL,"Nov 09, 2020",14.33,13.2,-1.1300000000000008,down
AEP,"Nov 20, 2020",81.79,82.49,0.6999999999999886,up
AEP,"Nov 19, 2020",83.33,82.45,-0.8799999999999955,down
AEP,"Nov 18, 2020",87.27,84.13,-3.140000000000001,down
AEP,"Nov 17, 2020",88.9,86.73,-2.1700000000000017,down
AEP,"Nov 16, 2020",89.27,89.21,-0.060000000000002274,down
AEP,"Nov 13, 2020",90.02,89.87,-0.14999999999999147,down
AEP,"Nov 12, 2020",90.39,89.64,-0.75,down
AEP,"Nov 11, 2020",91.28,91.15,-0.12999999999999545,down
AEP,"Nov 10, 2020",90.04,90.79,0.75,up
AEP,"Nov 09, 2020",92.0,90.26,-1.7399999999999949,down
AXP,"Nov 20, 2020",113.74,112.58,-1.1599999999999966,down
AXP,"Nov 19, 2020",113.78,114.14,0.35999999999999943,up
AXP,"Nov 18, 2020",116.94,114.24,-2.700000000000003,down
AXP,"Nov 17, 2020",116.97,116.48,-0.4899999999999949,down
AXP,"Nov 16, 2020",119.1,118.67,-0.4299999999999926,down
AXP,"Nov 13, 2020",112.34,114.99,2.6499999999999915,up
AXP,"Nov 12, 2020",109.82,111.1,1.2800000000000011,up
AXP,"Nov 11, 2020",115.93,111.12,-4.810000000000001,down
AXP,"Nov 10, 2020",118.59,115.95,-2.640000000000001,down
AXP,"Nov 09, 2020",110.54,117.37,6.829999999999997,up
AIG,"Nov 20, 2020",38.65,38.61,-0.03999999999999915,down
AIG,"Nov 19, 2020",37.99,38.54,0.5499999999999972,up
AIG,"Nov 18, 2020",38.25,38.55,0.2999999999999972,up
AIG,"Nov 17, 2020",37.84,38.42,0.5799999999999983,up
AIG,"Nov 16, 2020",38.59,38.49,-0.10000000000000142,down
AIG,"Nov 13, 2020",36.46,37.32,0.8599999999999994,up
AIG,"Nov 12, 2020",37.03,36.06,-0.9699999999999988,down
AIG,"Nov 11, 2020",37.86,37.35,-0.509999999999998,down
AIG,"Nov 10, 2020",37.89,38.23,0.3399999999999963,up
AIG,"Nov 09, 2020",36.96,37.52,0.5600000000000023,up
AMT,"Nov 20, 2020",238.19,232.66,-5.530000000000001,down
AMT,"Nov 19, 2020",237.09,238.43,1.3400000000000034,up
AMT,"Nov 18, 2020",238.31,237.7,-0.6100000000000136,down
AMT,"Nov 17, 2020",239.0,239.18,0.18000000000000682,up
AMT,"Nov 16, 2020",244.76,239.09,-5.669999999999987,down
AMT,"Nov 13, 2020",239.76,243.09,3.3300000000000125,up
AMT,"Nov 12, 2020",239.6,238.01,-1.5900000000000034,down
AMT,"Nov 11, 2020",234.82,238.45,3.629999999999996,up
AMT,"Nov 10, 2020",238.93,232.38,-6.550000000000013,down
AMT,"Nov 09, 2020",249.16,237.98,-11.180000000000007,down
AWK,"Nov 20, 2020",155.78,157.71,1.9300000000000068,up
AWK,"Nov 19, 2020",156.88,156.65,-0.2299999999999897,down
AWK,"Nov 18, 2020",160.67,156.19,-4.479999999999991,down
AWK,"Nov 17, 2020",163.93,159.29,-4.640000000000015,down
AWK,"Nov 16, 2020",162.97,165.55,2.5800000000000125,up
AWK,"Nov 13, 2020",161.92,161.31,-0.6099999999999852,down
AWK,"Nov 12, 2020",164.22,161.41,-2.8100000000000023,down
AWK,"Nov 11, 2020",164.49,164.37,-0.12000000000000455,down
AWK,"Nov 10, 2020",162.21,163.51,1.299999999999983,up
AWK,"Nov 09, 2020",171.99,162.33,-9.659999999999997,down
AMP,"Nov 20, 2020",182.81,179.8,-3.009999999999991,down
AMP,"Nov 19, 2020",181.82,183.63,1.8100000000000025,up
AMP,"Nov 18, 2020",184.5,183.33,-1.1699999999999875,down
AMP,"Nov 17, 2020",183.61,184.23,0.6199999999999761,up
AMP,"Nov 16, 2020",188.46,185.97,-2.490000000000009,down
AMP,"Nov 13, 2020",179.58,184.88,5.299999999999983,up
AMP,"Nov 12, 2020",180.38,177.3,-3.079999999999984,down
AMP,"Nov 11, 2020",185.16,181.3,-3.859999999999985,down
AMP,"Nov 10, 2020",182.74,183.17,0.4299999999999784,up
AMP,"Nov 09, 2020",182.58,182.94,0.3599999999999852,up
ABC,"Nov 20, 2020",101.44,100.46,-0.980000000000004,down
ABC,"Nov 19, 2020",102.65,101.9,-0.75,down
ABC,"Nov 18, 2020",105.63,103.44,-2.1899999999999977,down
ABC,"Nov 17, 2020",106.0,104.89,-1.1099999999999994,down
ABC,"Nov 16, 2020",109.08,109.01,-0.06999999999999318,down
ABC,"Nov 13, 2020",106.28,108.12,1.840000000000004,up
ABC,"Nov 12, 2020",106.71,106.1,-0.6099999999999994,down
ABC,"Nov 11, 2020",110.41,107.33,-3.0799999999999983,down
ABC,"Nov 10, 2020",106.95,110.08,3.1299999999999955,up
AME,"Nov 20, 2020",118.3,117.42,-0.8799999999999955,down
AME,"Nov 19, 2020",118.97,118.18,-0.7899999999999922,down
AME,"Nov 18, 2020",119.21,119.24,0.030000000000001137,up
AME,"Nov 17, 2020",119.38,118.76,-0.6199999999999903,down
AME,"Nov 16, 2020",118.86,120.08,1.2199999999999989,up
AME,"Nov 13, 2020",116.66,117.27,0.6099999999999994,up
AME,"Nov 12, 2020",116.28,115.45,-0.8299999999999983,down
AME,"Nov 11, 2020",117.0,116.76,-0.2399999999999949,down
AME,"Nov 10, 2020",114.34,116.45,2.1099999999999994,up
AME,"Nov 09, 2020",117.07,114.07,-3.0,down
AMGN,"Nov 20, 2020",223.22,223.17,-0.05000000000001137,down
AMGN,"Nov 19, 2020",226.97,224.67,-2.300000000000012,down
AMGN,"Nov 18, 2020",234.05,227.76,-6.2900000000000205,down
AMGN,"Nov 17, 2020",235.01,232.44,-2.569999999999993,down
AMGN,"Nov 16, 2020",237.42,236.66,-0.7599999999999909,down
AMGN,"Nov 13, 2020",236.89,237.36,0.4700000000000273,up
AMGN,"Nov 12, 2020",240.55,237.14,-3.410000000000025,down
AMGN,"Nov 11, 2020",242.52,240.69,-1.8300000000000125,down
AMGN,"Nov 10, 2020",244.0,241.6,-2.4000000000000057,down
APH,"Nov 20, 2020",127.36,127.39,0.030000000000001137,up
APH,"Nov 19, 2020",125.01,127.2,2.1899999999999977,up
APH,"Nov 18, 2020",127.4,125.8,-1.6000000000000083,down
APH,"Nov 17, 2020",125.05,127.06,2.0100000000000047,up
